50846,50925,50981,51013,51068,51108
1436,1443,1443,1445,1454,1461
0,0,0,0,0,0
129007,129221,129458,129606,129788,130007
258,258,258,258,258,258
8547,8548,8550,8550,8551,8556
41,41,41,41,41,41
431,431,431,431,431,431
41,41,41,41,41,41
5220,5228,5230,5230,5238,5240
2173,2173,2175,2175,2176,2178
